epoch,train_loss,train_acc,val_loss,val_acc
1,337.0777793601707,0.0,306.5770263671875,0.0
2,313.73114149305553,0.0,291.9308776855469,0.0
3,299.633135760272,0.0,280.20013427734375,0.0
4,287.87075963903357,0.0,270.09954833984375,0.0
5,277.48052594220195,0.0,261.1310119628906,0.0
6,268.40168163158273,0.0,252.90667724609375,0.0
7,259.954061098452,0.0,245.40142822265625,0.0
8,252.3901123046875,0.0,238.27401733398438,0.0
