epoch,train_loss,train_acc,val_loss,val_acc
1,317.5571772587764,0.0,278.8166198730469,0.0
2,284.00178214729607,0.0,253.53700256347656,0.0
3,261.34173409598213,0.0,234.04063415527344,0.0
4,243.1143232865767,0.0,217.20364379882812,0.0
5,227.27156570236403,0.0012987012987012987,203.9162139892578,0.023255813953488372
6,214.53667721438717,0.023376623376623377,192.58657836914062,0.046511627906976744
7,204.20637333857547,0.07142857142857142,184.28909301757812,0.05813953488372093
8,196.27400968477323,0.09220779220779221,176.81558227539062,0.06976744186046512
